Region,Market,Maize..min.price.,Maize..max.price.,Latitude,Longitude
Singida,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma,Majengo,68000,80000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,80000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,94000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,90000,114000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,60000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,95000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,100000,115000,-2.51969,32.90144
Sumbawanga,Sumbawanga,70000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,105000,105000,-3.34865,37.34352
Singida,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma,Majengo,65000,85000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,98000,102000,-5.01972,32.80767
Kagera,Bukoba,108000,112000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,95000,114000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,60000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,95000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,100000,115000,-2.51969,32.90144
Sumbawanga,Sumbawanga,68000,72000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma,Majengo,68000,80000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,80000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,94000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,90000,114000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,60000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,95000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,100000,105000,-2.51969,32.90144
Sumbawanga,Sumbawanga,70000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida ,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma ,Majengo,68000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,94000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,90000,114000,-4.46011,37.20217
Mbeya ,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,60000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,100000,105000,-2.51969,32.90144
Sumbawanga,Sumbawanga,70000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,94000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,90000,114000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,60000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,102000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,70000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,75000,80000,-4.81261,34.7428
Arusha,Arusha,74000,76000,-3.36968,36.68808
Dodoma,Majengo,67000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,90000,95000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,85000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,110000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,102000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,70000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,67000,70000,-4.81261,34.7428
Arusha,Arusha,74000,75000,-3.36968,36.68808
Dodoma,Majengo,68000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,90000,95000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,65000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,102000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,67000,70000,-4.81261,34.7428
Arusha,Arusha,74000,75000,-3.36968,36.68808
Dodoma,Majengo,68000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,130000,130000,-5.07426,39.09993
Tabora,Tabora,90000,95000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,68000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,102000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,67000,70000,-4.81261,34.7428
Arusha,Arusha,74000,75000,-3.36968,36.68808
Dodoma,Majengo,68000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,130000,130000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,68000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,102000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,67000,70000,-4.81261,34.7428
Arusha,Arusha,74000,75000,-3.36968,36.68808
Dodoma,Majengo,68000,76000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,130000,130000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,NA,80000,-8.90994,33.45517
Ruvuma,Songea,62000,68000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,110000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,67000,70000,-4.81261,34.7428
Arusha,Arusha,75000,75000,-3.36968,36.68808
Dodoma,Majengo,68000,75000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,85000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,130000,130000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,68000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,71000,72000,-3.36968,36.68808
Dodoma,Majengo,65000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,140000,140000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,85000,108000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,62000,68000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,71000,72000,-3.36968,36.68808
Dodoma,Majengo,65000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,140000,140000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,98000,98000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,57000,60000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,71000,72000,-3.36968,36.68808
Dodoma,Majengo,65000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78000,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,95000,95000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,57000,60000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,70000,71500,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78000,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,57000,62000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Sumbawanga,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,70000,71500,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78000,-6.82771,37.66542
Mtwara,Mtwara,75000,90000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,57000,62000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,70000,71500,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,85000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,100000,105000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,57000,62000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,105000,110000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,85000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,73000,75000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,90000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,58000,62000,-10.67873,35.64836
Shinyanga,Shinyanga,110000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,85000,100000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,67000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,75000,85000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,73000,75000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,90000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,55000,62000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,85000,100000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,65000,72000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,95000,100000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,73000,75000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,85000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,56000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,85000,100000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,70000,73000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,95000,100000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,73000,75000,-5.07426,39.09993
Tabora,Tabora,96000,98000,-5.01972,32.80767
Kagera,Bukoba,85000,90000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,50000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,75000,90000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,75000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,72000,73000,-6.17971,35.74109
Morogoro,Morogoro,75800,78200,-6.82771,37.66542
Mtwara,Mtwara,95000,100000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,78000,82000,-5.01972,32.80767
Kagera,Bukoba,85000,100000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,56000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,75000,90000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,70000,-7.95239,31.62319
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida,Singida,65000,70000,-4.81261,34.7428
Kilimanjaro,Moshi,90000,95000,-3.34865,37.34352
Singida ,Singida,70000,75000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma ,Majengo,69000,72000,-6.17971,35.74109
Morogoro,Morogoro,105000,110000,-6.82771,37.66542
Mtwara,Mtwara,85000,100000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,78000,82000,-5.01972,32.80767
Kagera,Bukoba,80000,100000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya ,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,55000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,100000,100000,-6.82941,39.26289
Mwanza,Mwanza,75000,90000,-2.51969,32.90144
Rukwa,Sumbawanga,65000,70000,-7.95239,31.62319
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Singida,Singida,70000,75000,-4.81261,34.7428
Arusha,Arusha,73000,75000,-3.36968,36.68808
Dodoma,Majengo,76000,95000,-6.17971,35.74109
Morogoro,Morogoro,105000,110000,-6.82771,37.66542
Mtwara,Mtwara,85000,100000,-10.28009,40.18191
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,100000,100000,-5.07426,39.09993
Tabora,Tabora,78000,82000,-5.01972,32.80767
Kagera,Bukoba,80000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,55000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Dar es Salaam,Ilala,73000,75000,-6.82941,39.26289
Mwanza,Mwanza,75000,95000,-2.51969,32.90144
Pwani,Pwani,110000,114000,-7.12037,39.2049
Simiyu,Bariadi,84000,85000,-2.80355,33.98699
Kigoma,Kigoma,72200,72000,-4.89697,29.65987
Rukwa,Sumbawanga,65000,65000,-7.95239,31.62319
Dar es Salaam,Ilala,73000,75000,-6.82941,39.26289
Dar es Salaam,Temeke,80000,130000,-6.85097,39.25672
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Singida,Singida,70000,75000,-4.81261,34.7428
Arusha,Arusha,72000,75000,-3.36968,36.68808
Dodoma,Majengo,76000,95000,-6.17971,35.74109
Morogoro,Morogoro,105000,110000,-6.82771,37.66542
Mtwara,Mtwara,85000,100000,-10.28009,40.18191
Lindi,Lindi,90000,100000,-9.99892,39.71373
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,78000,82000,-5.01972,32.80767
Kagera,Bukoba,80000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Katavi,Mpimbwe,75000,75000,-7.24425,31.81782
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,55000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Mwanza,Mwanza,75000,95000,-2.51969,32.90144
Pwani,Pwani,110000,114000,-7.12037,39.2049
Simiyu,Bariadi,90000,90000,-2.80355,33.98699
Kigoma,Kigoma,72200,72200,-4.89697,29.65987
Rukwa,Sumbawanga,65000,65000,-7.95239,31.62319
Dar es Salaam,Ilala,74000,75000,-6.82941,39.26289
Dar es Salaam,Temeke,80000,130000,-6.85097,39.25672
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Singida,Singida,70000,75000,-4.81261,34.7428
Arusha,Arusha,70000,72000,-3.36968,36.68808
Dodoma,Majengo,76000,95000,-6.17971,35.74109
Morogoro,Morogoro,105000,110000,-6.82771,37.66542
Mtwara,Mtwara,85000,100000,-10.28009,40.18191
Lindi,Lindi,90000,100000,-9.99892,39.71373
Iringa,Iringa,70000,80000,-7.78001,35.69671
Tanga,Tanga,110000,110000,-5.07426,39.09993
Tabora,Tabora,78000,82000,-5.01972,32.80767
Geita,Geita,95000,95000,-2.87076,32.23408
Kagera,Bukoba,80000,95000,-1.3314,31.81293
Mara,Musoma,90000,90000,-1.49982,33.8083
Katavi,Mpimbwe,75000,75000,-7.24425,31.81782
Manyara,Manyara,80000,102000,-4.46011,37.20217
Mbeya,Mbeya,80000,80000,-8.90994,33.45517
Ruvuma,Songea,50000,55000,-10.67873,35.64836
Shinyanga,Shinyanga,100000,120000,-3.67226,33.43069
Mwanza,Mwanza,75000,95000,-2.51969,32.90144
Pwani,Pwani,110000,114000,-7.12037,39.2049
Simiyu,Bariadi,90000,90000,-2.80355,33.98699
Kigoma,Kigoma,72200,72200,-4.89697,29.65987
Rukwa,Sumbawanga,65000,65000,-7.95239,31.62319
Dar es Salaam,Ilala,75000,80000,-6.82941,39.26289
Dar es Salaam,Temeke,80000,90000,-6.85097,39.25672
Kilimanjaro,Moshi,85000,85000,-3.34865,37.34352
Singida,Singida,65000,75000,-4.81261,34.7428
Arusha,Arusha,72000,73000,-3.36968,36.68808
Dodoma,Majengo,68000,71000,-6.17971,35.74109
